="",="(1)",=""
="",="marevm",=""
="1._at # 本人学歴（ref:中学・高校）",="0.0718",="(1.18)"
="1._at # 短大・高専・専門",="0.634",="(2.28)"
="1._at # 四大以上",="0.00979",="(0.27)"
="2._at # 本人学歴（ref:中学・高校）",="0.0926",="(1.49)"
="2._at # 短大・高専・専門",="0.564",="(2.35)"
="2._at # 四大以上",="0.0165",="(0.32)"
="3._at # 本人学歴（ref:中学・高校）",="0.115",="(1.92)"
="3._at # 短大・高専・専門",="0.494",="(2.52)"
="3._at # 四大以上",="0.0255",="(0.40)"
="4._at # 本人学歴（ref:中学・高校）",="0.136",="(2.51)"
="4._at # 短大・高専・専門",="0.425",="(2.81)"
="4._at # 四大以上",="0.0363",="(0.50)"
="5._at # 本人学歴（ref:中学・高校）",="0.155",="(3.28)"
="5._at # 短大・高専・専門",="0.361",="(3.27)"
="5._at # 四大以上",="0.0478",="(0.64)"
="6._at # 本人学歴（ref:中学・高校）",="0.170",="(4.19)"
="6._at # 短大・高専・専門",="0.304",="(3.94)"
="6._at # 四大以上",="0.0586",="(0.83)"
="7._at # 本人学歴（ref:中学・高校）",="0.181",="(5.02)"
="7._at # 短大・高専・専門",="0.256",="(4.77)"
="7._at # 四大以上",="0.0681",="(1.11)"
="8._at # 本人学歴（ref:中学・高校）",="0.185",="(5.49)"
="8._at # 短大・高専・専門",="0.217",="(5.50)"
="8._at # 四大以上",="0.0757",="(1.50)"
="9._at # 本人学歴（ref:中学・高校）",="0.185",="(5.55)"
="9._at # 短大・高専・専門",="0.187",="(5.69)"
="9._at # 四大以上",="0.0813",="(2.04)"
="10._at # 本人学歴（ref:中学・高校）",="0.179",="(5.36)"
="10._at # 短大・高専・専門",="0.165",="(5.33)"
="10._at # 四大以上",="0.0851",="(2.55)"
="11._at # 本人学歴（ref:中学・高校）",="0.168",="(5.03)"
="11._at # 短大・高専・専門",="0.150",="(4.83)"
="11._at # 四大以上",="0.0871",="(2.71)"
="12._at # 本人学歴（ref:中学・高校）",="0.154",="(4.60)"
="12._at # 短大・高専・専門",="0.140",="(4.40)"
="12._at # 四大以上",="0.0877",="(2.55)"
="13._at # 本人学歴（ref:中学・高校）",="0.138",="(4.07)"
="13._at # 短大・高専・専門",="0.137",="(4.09)"
="13._at # 四大以上",="0.0869",="(2.32)"
="14._at # 本人学歴（ref:中学・高校）",="0.121",="(3.45)"
="14._at # 短大・高専・専門",="0.138",="(3.85)"
="14._at # 四大以上",="0.0850",="(2.14)"
="15._at # 本人学歴（ref:中学・高校）",="0.103",="(2.82)"
="15._at # 短大・高専・専門",="0.145",="(3.62)"
="15._at # 四大以上",="0.0821",="(2.00)"
="16._at # 本人学歴（ref:中学・高校）",="0.0857",="(2.25)"
="16._at # 短大・高専・専門",="0.157",="(3.35)"
="16._at # 四大以上",="0.0783",="(1.87)"
="17._at # 本人学歴（ref:中学・高校）",="0.0696",="(1.79)"
="17._at # 短大・高専・専門",="0.177",="(3.03)"
="17._at # 四大以上",="0.0739",="(1.71)"
="18._at # 本人学歴（ref:中学・高校）",="0.0551",="(1.44)"
="18._at # 短大・高専・専門",="0.204",="(2.69)"
="18._at # 四大以上",="0.0688",="(1.49)"
="19._at # 本人学歴（ref:中学・高校）",="0.0425",="(1.16)"
="19._at # 短大・高専・専門",="0.241",="(2.37)"
="19._at # 四大以上",="0.0634",="(1.25)"
="20._at # 本人学歴（ref:中学・高校）",="0.0319",="(0.96)"
="20._at # 短大・高専・専門",="0.289",="(2.11)"
="20._at # 四大以上",="0.0577",="(1.02)"
="21._at # 本人学歴（ref:中学・高校）",="0.0232",="(0.80)"
="21._at # 短大・高専・専門",="0.347",="(1.91)"
="21._at # 四大以上",="0.0517",="(0.82)"
="22._at # 本人学歴（ref:中学・高校）",="0.0163",="(0.67)"
="22._at # 短大・高専・専門",="0.415",="(1.77)"
="22._at # 四大以上",="0.0457",="(0.66)"
="23._at # 本人学歴（ref:中学・高校）",="0.0111",="(0.57)"
="23._at # 短大・高専・専門",="0.490",="(1.70)"
="23._at # 四大以上",="0.0397",="(0.54)"
="24._at # 本人学歴（ref:中学・高校）",="0.00729",="(0.49)"
="24._at # 短大・高専・専門",="0.567",="(1.69)"
="24._at # 四大以上",="0.0338",="(0.44)"
="25._at # 本人学歴（ref:中学・高校）",="0.00459",="(0.43)"
="25._at # 短大・高専・専門",="0.643",="(1.73)"
="25._at # 四大以上",="0.0282",="(0.37)"
="Observations",="662",=""
="R-squared",="",=""
="t statistics in parentheses"
