
="",="(1)"
="",=""

="リスク経過年",="7.623"
="",="(5.443)"

="15歳時点の生活水準",="3.172"
="",="(0.811)"

="未婚異性（中学・高校）",="354.6"
="",="(41.12)"

="未婚異性（短大・高専・専門）",="130.2"
="",="(40.51)"

="未婚異性（四大以上）",="295.2"
="",="(32.61)"

