="",="(1)",="",="",=""
="",="",="",="",=""
="",="0",="1",="2",="3"
="",="b",="b",="b",="b"
="中学・高校",="36.00",="198.00",="46.00",="57.00"
="短大・高専・専門",="35.00",="87.00",="46.00",="96.00"
="四大以上",="24.00",="15.00",="11.00",="110.00"
